sport,event,year,athlete_id,country_id,medal
Track and Field,Men's Shot Put,2016-01-01,79571,49,
Track and Field,Women's Long Jump,2016-01-01,79575,71,
Track and Field,Women's 400 metres,2016-01-01,79658,96,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,79696,151,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,79722,195,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,79722,195,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,79722,195,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,79722,195,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,79722,195,
Gymnastics,Gymnastics Men's Rings,2016-01-01,79722,195,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,79722,195,
Track and Field,Men's Discus Throw,2016-01-01,79757,19,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,79812,73,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,79812,73,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,79812,73,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,79881,195,Bronze
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,79881,195,Gold
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,79911,11,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,79911,11,
Track and Field,Men's Hammer Throw,2016-01-01,79925,73,
Track and Field,Women's 400 metres,2016-01-01,79938,14,Gold
Track and Field,Women's Heptathlon,2016-01-01,79945,195,
Track and Field,"Men's 10,000 metres",2016-01-01,79957,73,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,79967,74,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,80002,73,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,80002,73,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,80002,73,Silver
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,80003,34,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,80204,93,Gold
Track and Field,Women's 20 kilometres Walk,2016-01-01,80257,59,
Track and Field,Women's Marathon,2016-01-01,80264,29,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,80324,139,
Track and Field,Women's Javelin Throw,2016-01-01,80412,11,
Track and Field,Women's 400 metres,2016-01-01,80424,11,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,80424,11,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,80440,11,
Track and Field,Men's 200 metres,2016-01-01,80442,73,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,80569,94,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,80569,94,
Gymnastics,Gymnastics Women's Horse Vault,2016-01-01,80569,94,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,80658,92,
Swimming,Swimming Women's 400 metres Freestyle,2016-01-01,80658,92,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,80658,92,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,80667,9,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,80767,94,
Track and Field,Men's Marathon,2016-01-01,80826,136,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,80863,126,
Track and Field,Women's Long Jump,2016-01-01,80867,71,
Track and Field,Men's 800 metres,2016-01-01,80906,58,
Track and Field,"Women's 1,500 metres",2016-01-01,80909,54,
Track and Field,"Men's 5,000 metres",2016-01-01,80916,169,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,80921,43,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,80932,175,
Track and Field,Men's 100 metres,2016-01-01,80949,160,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,80976,71,
Track and Field,Men's Triple Jump,2016-01-01,81060,170,
Track and Field,"Men's 10,000 metres",2016-01-01,81061,170,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,81064,166,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,81064,166,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,81064,166,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,81064,166,
Track and Field,Men's Marathon,2016-01-01,81145,8,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,81238,84,
Track and Field,Men's 50 kilometres Walk,2016-01-01,81443,42,
Track and Field,Women's Long Jump,2016-01-01,81454,173,
Track and Field,Women's 400 metres Hurdles,2016-01-01,81467,34,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,81467,34,
Track and Field,Men's Marathon,2016-01-01,81616,91,
Track and Field,Men's Marathon,2016-01-01,81737,89,
Track and Field,Women's 100 metres Hurdles,2016-01-01,81742,26,
Track and Field,Women's 200 metres,2016-01-01,81768,148,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,81841,52,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,81841,52,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,81841,52,
Track and Field,Women's Marathon,2016-01-01,81918,147,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,81946,120,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,81946,120,
Gymnastics,Gymnastics Women's Horse Vault,2016-01-01,81946,120,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,81946,120,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,81946,120,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,82020,11,
Swimming,Swimming Men's 200 metres Butterfly,2016-01-01,82020,11,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,82020,11,Bronze
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,82043,34,
Gymnastics,Gymnastics Men's Horse Vault,2016-01-01,82043,34,
Gymnastics,Gymnastics Men's Rings,2016-01-01,82043,34,
Track and Field,Men's 50 kilometres Walk,2016-01-01,82136,94,
Track and Field,Men's 400 metres Hurdles,2016-01-01,82190,66,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,82221,152,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,82221,152,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,82221,152,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,82221,152,
Track and Field,Women's Pole Vault,2016-01-01,82271,195,Silver
Track and Field,Women's Pole Vault,2016-01-01,82396,179,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,82424,182,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,82562,133,
Track and Field,Women's 400 metres Hurdles,2016-01-01,82576,180,
Track and Field,"Men's 1,500 metres",2016-01-01,82578,54,
Track and Field,Men's Hammer Throw,2016-01-01,82628,89,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,82648,133,
Track and Field,Men's 800 metres,2016-01-01,82708,5,
Track and Field,Men's Shot Put,2016-01-01,82737,134,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,82743,53,
Track and Field,"Men's 10,000 metres",2016-01-01,82843,97,
Track and Field,Women's 400 metres Hurdles,2016-01-01,82900,195,Gold
Track and Field,Women's 400 metres,2016-01-01,82927,34,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,82927,34,
Track and Field,"Women's 1,500 metres",2016-01-01,82929,73,
Track and Field,Women's Marathon,2016-01-01,82951,153,
Track and Field,Women's 800 metres,2016-01-01,82952,96,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,83024,152,
Swimming,Swimming Women's 10 kilometres Open Water,2016-01-01,83041,67,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,83105,71,
Track and Field,Women's Discus Throw,2016-01-01,83127,71,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,83176,73,
Track and Field,Men's 50 kilometres Walk,2016-01-01,83268,170,
Track and Field,"Men's 5,000 metres",2016-01-01,83279,97,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,83365,151,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,83365,151,
Gymnastics,Gymnastics Men's Horse Vault,2016-01-01,83365,151,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,83365,151,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,83365,151,
Gymnastics,Gymnastics Men's Rings,2016-01-01,83365,151,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,83365,151,
Track and Field,Men's 200 metres,2016-01-01,83386,170,
Track and Field,Women's 400 metres,2016-01-01,83397,202,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,83418,94,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,83418,94,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,83418,94,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,83418,94,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,83418,94,
Track and Field,"Men's 5,000 metres",2016-01-01,83460,94,
Track and Field,"Men's 10,000 metres",2016-01-01,83460,94,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,83472,73,
Track and Field,Women's Pole Vault,2016-01-01,83478,26,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,83481,91,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,83481,91,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,83481,91,
Track and Field,Men's Triple Jump,2016-01-01,83485,42,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,83487,42,
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,83487,42,
Track and Field,Men's 800 metres,2016-01-01,83514,195,Bronze
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,83545,195,Gold
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,83545,195,Gold
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,83545,195,Gold
Track and Field,Women's Pole Vault,2016-01-01,83617,66,
Track and Field,"Men's 1,500 metres",2016-01-01,83639,192,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,83650,116,
Track and Field,Women's 400 metres,2016-01-01,83655,169,
Track and Field,Men's Marathon,2016-01-01,83689,189,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,83714,198,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,83715,152,Bronze
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,83715,152,Silver
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,83715,152,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,83715,152,Gold
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,83715,152,
Track and Field,Men's Marathon,2016-01-01,83744,192,
Track and Field,Men's 100 metres,2016-01-01,83805,203,
Track and Field,Women's 800 metres,2016-01-01,83877,127,
Track and Field,Women's 20 kilometres Walk,2016-01-01,83929,193,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,83932,19,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,83932,19,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,83932,19,
Track and Field,Men's High Jump,2016-01-01,83991,18,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,84014,195,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,84014,195,
Gymnastics,Gymnastics Men's Rings,2016-01-01,84014,195,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,84014,195,Bronze
Track and Field,Men's Marathon,2016-01-01,84049,19,
Track and Field,Men's Marathon,2016-01-01,84114,130,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,84138,152,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,84138,152,Silver
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,84138,152,
Gymnastics,Gymnastics Men's Horse Vault,2016-01-01,84138,152,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,84138,152,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,84138,152,
Gymnastics,Gymnastics Men's Rings,2016-01-01,84138,152,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,84138,152,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,84187,166,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,84187,166,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,84187,166,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,84215,8,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,84215,8,
Track and Field,Women's Marathon,2016-01-01,84219,128,
Track and Field,"Men's 5,000 metres",2016-01-01,84227,127,
Track and Field,Women's 800 metres,2016-01-01,84258,192,
Track and Field,Men's Decathlon,2016-01-01,84301,94,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,84307,94,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,84307,94,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,84307,94,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,84307,94,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,84441,171,
Track and Field,Women's Heptathlon,2016-01-01,84463,67,
Track and Field,Women's 200 metres,2016-01-01,84470,86,
Track and Field,Women's 800 metres,2016-01-01,84494,192,
Track and Field,Women's 400 metres,2016-01-01,84591,15,
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,84617,89,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,84630,152,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,84630,152,
Track and Field,Women's 20 kilometres Walk,2016-01-01,84631,188,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,84647,37,
Track and Field,Men's 50 kilometres Walk,2016-01-01,84748,120,
Track and Field,Women's Marathon,2016-01-01,84788,173,
Track and Field,Men's Hammer Throw,2016-01-01,84850,181,Gold
Track and Field,Men's Marathon,2016-01-01,84923,203,
Track and Field,Men's 400 metres Hurdles,2016-01-01,84925,161,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,84926,161,
Track and Field,"Men's 5,000 metres",2016-01-01,84931,97,
Track and Field,Women's 100 metres,2016-01-01,84948,177,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,84965,195,Silver
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,84971,11,Silver
Track and Field,Men's Shot Put,2016-01-01,85030,34,
Track and Field,Women's 100 metres,2016-01-01,85141,73,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,85141,73,Bronze
Track and Field,Women's 400 metres Hurdles,2016-01-01,85166,170,
Track and Field,Women's 200 metres,2016-01-01,85193,11,
Track and Field,Women's Marathon,2016-01-01,85313,165,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,85314,51,
Track and Field,Men's Triple Jump,2016-01-01,85370,18,
Track and Field,Men's Discus Throw,2016-01-01,85371,193,
Track and Field,Women's 100 metres,2016-01-01,85405,6,
Track and Field,Women's Long Jump,2016-01-01,85413,34,
Track and Field,Women's Marathon,2016-01-01,85444,179,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,85478,130,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,85478,130,
Swimming,Swimming Women's 10 kilometres Open Water,2016-01-01,85527,147,
Swimming,Swimming Men's 200 metres Butterfly,2016-01-01,85543,91,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,85543,91,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,85543,91,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,85554,14,Bronze
Track and Field,Women's Pole Vault,2016-01-01,85560,34,
Track and Field,Women's Pole Vault,2016-01-01,85575,34,
Track and Field,Women's 100 metres Hurdles,2016-01-01,85616,66,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,85670,11,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,85712,71,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,85712,71,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,85712,71,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,85712,71,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,85712,71,
Gymnastics,Gymnastics Men's Rings,2016-01-01,85712,71,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,85712,71,
Track and Field,Men's 20 kilometres Walk,2016-01-01,85719,200,
Swimming,Swimming Women's 400 metres Freestyle,2016-01-01,85721,200,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,85721,200,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,85721,200,
Track and Field,Women's 400 metres,2016-01-01,85726,200,
Track and Field,Women's 400 metres Hurdles,2016-01-01,85726,200,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,85772,161,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,85864,34,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,85864,34,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,86020,53,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,86020,53,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,86020,53,Bronze
Track and Field,Men's Marathon,2016-01-01,86164,31,
Track and Field,Women's Pole Vault,2016-01-01,86223,66,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,86283,29,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,86449,40,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,86449,40,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,86449,40,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,86449,40,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,86525,114,
Track and Field,Men's Marathon,2016-01-01,86594,31,
Track and Field,Women's 800 metres,2016-01-01,86595,31,Silver
Track and Field,Women's Marathon,2016-01-01,86612,103,
Track and Field,Men's 200 metres,2016-01-01,86626,97,
Track and Field,"Men's 5,000 metres",2016-01-01,86634,104,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,86636,25,
Track and Field,Men's Marathon,2016-01-01,86637,104,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,86697,6,
Track and Field,Women's Hammer Throw,2016-01-01,87189,193,
Track and Field,Men's 20 kilometres Walk,2016-01-01,87218,146,
Track and Field,Men's Hammer Throw,2016-01-01,87235,146,Bronze
Track and Field,Men's 400 metres Hurdles,2016-01-01,87252,94,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,87284,67,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,87290,74,
Track and Field,Women's 20 kilometres Walk,2016-01-01,87292,74,
Track and Field,Women's 400 metres Hurdles,2016-01-01,87300,93,
Track and Field,"Women's 10,000 metres",2016-01-01,87304,31,
Track and Field,Men's 50 kilometres Walk,2016-01-01,87356,195,
Track and Field,Men's Marathon,2016-01-01,87385,62,
Track and Field,Women's Heptathlon,2016-01-01,87436,195,
Track and Field,Women's Marathon,2016-01-01,87452,203,
Track and Field,Men's Marathon,2016-01-01,87477,203,
Track and Field,"Women's 10,000 metres",2016-01-01,87518,153,
Track and Field,Men's Marathon,2016-01-01,87586,170,
Track and Field,Women's Javelin Throw,2016-01-01,87732,71,
Track and Field,"Women's 5,000 metres",2016-01-01,87792,97,Silver
Track and Field,Women's Shot Put,2016-01-01,87796,193,
Track and Field,"Women's 5,000 metres",2016-01-01,87855,34,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,87890,73,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,87890,73,Silver
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,87890,73,
Track and Field,Men's 200 metres,2016-01-01,87988,134,
