sport,event,year,athlete_id,country_id,medal
Track and Field,Men's 400 metres,2016-01-01,68951,50,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,68951,50,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,69033,176,
Track and Field,Men's Triple Jump,2016-01-01,69036,121,
Track and Field,Women's High Jump,2016-01-01,69116,193,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,69154,73,
Track and Field,Women's Hammer Throw,2016-01-01,69169,93,
Track and Field,Women's Marathon,2016-01-01,69179,146,
Track and Field,Men's 800 metres,2016-01-01,69183,146,
Track and Field,Women's 100 metres Hurdles,2016-01-01,69268,141,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,69285,195,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,69285,195,Silver
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,69285,195,Silver
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,69285,195,
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,69352,40,
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,69352,40,
Track and Field,Women's Pole Vault,2016-01-01,69439,40,
Track and Field,Women's Javelin Throw,2016-01-01,69441,40,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,69518,40,
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,69518,40,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,69518,40,
Track and Field,Women's Triple Jump,2016-01-01,69521,40,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,69594,40,
Swimming,Swimming Men's 200 metres Butterfly,2016-01-01,69594,40,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,69594,40,
Track and Field,Women's 800 metres,2016-01-01,69602,193,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,69625,40,
Track and Field,Women's High Jump,2016-01-01,69642,70,
Track and Field,Women's High Jump,2016-01-01,69691,146,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,69717,53,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,69787,112,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,69842,18,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,69842,18,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,69842,18,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,69842,18,
Gymnastics,Gymnastics Men's Rings,2016-01-01,69842,18,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,69842,18,
Track and Field,Men's Marathon,2016-01-01,69854,63,Silver
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,69955,40,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,69955,40,Bronze
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,69955,40,
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,69955,40,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,69955,40,
Gymnastics,Gymnastics Men's Rings,2016-01-01,69955,40,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,69955,40,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,69986,41,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,70009,40,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,70098,178,
Track and Field,Women's 800 metres,2016-01-01,70172,178,
Track and Field,Men's Hammer Throw,2016-01-01,70320,92,
Track and Field,Men's 20 kilometres Walk,2016-01-01,70332,71,
Track and Field,Women's 400 metres Hurdles,2016-01-01,70335,146,
Track and Field,Men's Pole Vault,2016-01-01,70457,146,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,70490,166,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,70490,166,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,70496,73,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,70498,195,
Track and Field,Women's Triple Jump,2016-01-01,70537,96,
Track and Field,Women's 20 kilometres Walk,2016-01-01,70582,40,Gold
Track and Field,Women's Javelin Throw,2016-01-01,70637,40,
Track and Field,Women's Hammer Throw,2016-01-01,70644,40,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,70654,40,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,70677,40,Bronze
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,70677,40,
Gymnastics,Gymnastics Men's Rings,2016-01-01,70677,40,
Swimming,Swimming Women's 200 metres Backstroke,2016-01-01,70679,40,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,70712,66,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,70712,66,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,70854,73,
Track and Field,Women's Marathon,2016-01-01,70900,108,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,70922,152,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,70922,152,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,70965,195,Gold
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,70965,195,
Track and Field,"Women's 1,500 metres",2016-01-01,71067,150,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,71088,193,
Track and Field,Women's 800 metres,2016-01-01,71113,150,
Track and Field,Men's Hammer Throw,2016-01-01,71167,166,
Track and Field,Women's Long Jump,2016-01-01,71183,88,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,71216,199,
Track and Field,Women's 20 kilometres Walk,2016-01-01,71299,26,
Track and Field,Women's 100 metres,2016-01-01,71307,35,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,71382,199,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,71382,199,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,71382,199,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,71382,199,
Track and Field,Men's 800 metres,2016-01-01,71405,173,
Track and Field,Men's 50 kilometres Walk,2016-01-01,71412,59,
Track and Field,Men's 20 kilometres Walk,2016-01-01,71419,42,
Track and Field,Men's 20 kilometres Walk,2016-01-01,71436,173,
Track and Field,Men's 50 kilometres Walk,2016-01-01,71436,173,
Track and Field,Women's Shot Put,2016-01-01,71471,50,
Track and Field,Men's 110 metres Hurdles,2016-01-01,71758,196,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,71777,152,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,71777,152,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,71777,152,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,71777,152,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,71879,136,
Track and Field,Women's Javelin Throw,2016-01-01,71909,40,
Track and Field,Women's 20 kilometres Walk,2016-01-01,71922,40,Bronze
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,71926,40,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,71926,40,
Track and Field,Women's 200 metres,2016-01-01,72060,71,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,72060,71,
Track and Field,Women's Marathon,2016-01-01,72139,62,
Track and Field,Women's Marathon,2016-01-01,72140,62,
Track and Field,Women's Marathon,2016-01-01,72141,62,
Track and Field,Women's 800 metres,2016-01-01,72165,86,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,72165,86,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,72381,192,
Track and Field,Women's Long Jump,2016-01-01,72384,193,
Track and Field,Women's 800 metres,2016-01-01,72432,193,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,72486,85,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,72486,85,
Track and Field,Women's Marathon,2016-01-01,72538,123,
Track and Field,Women's Marathon,2016-01-01,72579,32,
Track and Field,Men's 20 kilometres Walk,2016-01-01,72584,18,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,72670,26,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,72670,26,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,72670,26,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,72900,26,
Track and Field,Men's Marathon,2016-01-01,72925,144,
Track and Field,Women's 100 metres Hurdles,2016-01-01,72939,26,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,73094,34,
Swimming,Swimming Women's 400 metres Freestyle,2016-01-01,73094,34,
Swimming,Swimming Women's 800 metres Freestyle,2016-01-01,73094,34,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,73094,34,Bronze
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,73126,151,
Track and Field,Women's 20 kilometres Walk,2016-01-01,73165,84,
Track and Field,Women's 100 metres,2016-01-01,73221,195,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,73221,195,Gold
Track and Field,Women's Long Jump,2016-01-01,73221,195,Gold
Track and Field,Women's 100 metres,2016-01-01,73279,134,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,73279,134,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,73370,144,
Track and Field,"Women's 1,500 metres",2016-01-01,73391,90,
Track and Field,Women's 100 metres,2016-01-01,73392,4,
Track and Field,Men's 400 metres Hurdles,2016-01-01,73412,62,
Track and Field,"Women's 1,500 metres",2016-01-01,73427,92,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,73445,92,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,73453,11,Bronze
Track and Field,Men's 400 metres,2016-01-01,73509,38,
Track and Field,Men's Triple Jump,2016-01-01,73537,86,
Track and Field,Men's Hammer Throw,2016-01-01,73570,58,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,73600,11,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,73600,11,
Swimming,Swimming Men's 100 metres Backstroke,2016-01-01,73667,131,
Swimming,Swimming Men's 200 metres Backstroke,2016-01-01,73667,131,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,73683,34,Bronze
Track and Field,Women's 400 metres Hurdles,2016-01-01,73726,97,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,73737,146,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,73737,146,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,73737,146,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,73737,146,
Track and Field,Men's 50 kilometres Walk,2016-01-01,73741,166,
Track and Field,Men's Shot Put,2016-01-01,73758,146,
Track and Field,Women's Triple Jump,2016-01-01,73835,66,
Track and Field,Men's 800 metres,2016-01-01,73857,3,Silver
Track and Field,"Men's 1,500 metres",2016-01-01,73857,3,Silver
Track and Field,Men's Marathon,2016-01-01,73901,45,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,73908,152,
Track and Field,Men's Marathon,2016-01-01,73936,182,
Track and Field,Men's 400 metres,2016-01-01,73939,25,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,73939,25,
Track and Field,Women's Pole Vault,2016-01-01,73945,52,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,73963,65,
Track and Field,Women's Pole Vault,2016-01-01,73978,92,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,74000,199,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,74120,67,
Track and Field,Women's Javelin Throw,2016-01-01,74177,195,
Track and Field,Women's Hammer Throw,2016-01-01,74224,18,
Track and Field,Women's Triple Jump,2016-01-01,74261,147,
Track and Field,Women's 400 metres,2016-01-01,74266,133,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,74276,125,
Track and Field,"Men's 1,500 metres",2016-01-01,74290,97,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,74294,67,Silver
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,74294,67,Silver
Track and Field,Women's 800 metres,2016-01-01,74320,37,
Track and Field,Men's 200 metres,2016-01-01,74387,92,
Track and Field,Men's Javelin Throw,2016-01-01,74526,66,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,74639,195,Silver
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,74639,195,Gold
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,74639,195,Silver
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,74639,195,Gold
Track and Field,Men's Long Jump,2016-01-01,74652,170,Silver
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,74675,40,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,74678,40,Bronze
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,74678,40,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,74679,25,
Swimming,Swimming Women's 200 metres Butterfly,2016-01-01,74713,26,
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,74713,26,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,74713,26,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,74717,74,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,74735,26,
Track and Field,"Women's 10,000 metres",2016-01-01,74783,34,
Track and Field,Women's Marathon,2016-01-01,74783,34,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,74902,150,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,74902,150,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,74950,195,Gold
Swimming,Swimming Women's 200 metres Individual Medley,2016-01-01,74950,195,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,74964,108,
Track and Field,Men's Hammer Throw,2016-01-01,74965,121,
Track and Field,Women's Hammer Throw,2016-01-01,74966,121,
Track and Field,Women's Hammer Throw,2016-01-01,74967,121,
Track and Field,Women's Marathon,2016-01-01,74990,102,
Track and Field,Men's Marathon,2016-01-01,75001,172,
Gymnastics,Gymnastics Men's Individual All-Around,2016-01-01,75010,26,
Gymnastics,Gymnastics Men's Team All-Around,2016-01-01,75010,26,
Gymnastics,Gymnastics Men's Floor Exercise,2016-01-01,75010,26,Bronze
Gymnastics,Gymnastics Men's Parallel Bars,2016-01-01,75010,26,
Gymnastics,Gymnastics Men's Horizontal Bar,2016-01-01,75010,26,
Gymnastics,Gymnastics Men's Rings,2016-01-01,75010,26,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,75010,26,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,75055,92,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,75112,26,
Track and Field,Men's Pole Vault,2016-01-01,75371,11,
Track and Field,Men's 20 kilometres Walk,2016-01-01,75516,173,
Track and Field,"Women's 3,000 metres Steeplechase",2016-01-01,75555,173,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,75645,173,
Track and Field,Men's 100 metres,2016-01-01,75657,130,
Track and Field,Men's 200 metres,2016-01-01,75657,130,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,75683,173,
Track and Field,"Women's 1,500 metres",2016-01-01,75698,195,
Track and Field,Women's Marathon,2016-01-01,75703,143,
Track and Field,Men's Triple Jump,2016-01-01,75782,50,
Track and Field,Men's Discus Throw,2016-01-01,75788,173,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,75791,77,
Track and Field,Men's 200 metres,2016-01-01,75846,56,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,75846,56,
Track and Field,Men's 110 metres Hurdles,2016-01-01,75874,67,
Track and Field,Women's Long Jump,2016-01-01,75890,26,
Track and Field,Women's Discus Throw,2016-01-01,75891,26,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,75893,147,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,75893,147,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,75893,147,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,75893,147,
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,75896,26,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,75896,26,
Track and Field,"Women's 1,500 metres",2016-01-01,75905,184,
Track and Field,Women's Shot Put,2016-01-01,75934,84,Bronze
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,75948,173,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,76087,7,
Track and Field,Men's 800 metres,2016-01-01,76107,25,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,76112,92,
Track and Field,Men's 400 metres,2016-01-01,76125,52,
Track and Field,"Women's 10,000 metres",2016-01-01,76136,100,
Track and Field,Men's High Jump,2016-01-01,76167,34,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,76201,3,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,76218,34,Bronze
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,76218,34,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,76226,73,Bronze
Track and Field,Men's Long Jump,2016-01-01,76243,50,
Track and Field,Women's Marathon,2016-01-01,76271,112,
Track and Field,Men's 50 kilometres Walk,2016-01-01,76278,108,
Track and Field,Men's Marathon,2016-01-01,76286,8,
Track and Field,Men's 100 metres,2016-01-01,76331,105,
Track and Field,Men's 200 metres,2016-01-01,76331,105,
Track and Field,Men's Javelin Throw,2016-01-01,76343,62,
Track and Field,Men's 800 metres,2016-01-01,76405,11,
Track and Field,"Men's 1,500 metres",2016-01-01,76405,11,
Track and Field,Women's 800 metres,2016-01-01,76410,109,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,76433,14,Bronze
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,76444,188,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,76444,188,
Swimming,Swimming Men's 200 metres Individual Medley,2016-01-01,76444,188,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,76479,183,
Track and Field,Women's Marathon,2016-01-01,76500,49,
Track and Field,Men's 200 metres,2016-01-01,76530,177,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,76551,94,Bronze
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,76585,94,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,76585,94,
Track and Field,Men's 20 kilometres Walk,2016-01-01,76595,94,
Track and Field,Men's 400 metres Hurdles,2016-01-01,76623,94,
Track and Field,"Men's 1,500 metres",2016-01-01,76673,131,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,76682,93,Silver
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,76732,66,
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,76732,66,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,76738,178,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,76738,178,
Track and Field,Women's Shot Put,2016-01-01,76880,29,
Track and Field,Men's Decathlon,2016-01-01,76987,67,Silver
Track and Field,Women's 200 metres,2016-01-01,76989,71,
Track and Field,Women's 4 x 100 metres Relay,2016-01-01,76989,71,
Track and Field,Women's Marathon,2016-01-01,77045,12,
Track and Field,Women's Marathon,2016-01-01,77127,18,
Track and Field,Men's Discus Throw,2016-01-01,77152,146,Silver
Track and Field,Men's 800 metres,2016-01-01,77207,37,
Track and Field,Women's Triple Jump,2016-01-01,77213,33,
Track and Field,Men's 800 metres,2016-01-01,77245,34,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,77257,34,
Track and Field,Women's Pole Vault,2016-01-01,77314,131,Bronze
Track and Field,"Women's 5,000 metres",2016-01-01,77348,73,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,77390,195,Gold
Track and Field,Men's Hammer Throw,2016-01-01,77425,195,
Track and Field,Men's 400 metres,2016-01-01,77475,93,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,77475,93,Silver
Track and Field,"Men's 5,000 metres",2016-01-01,77504,11,
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,77505,11,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,77505,11,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,77505,11,Bronze
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,77505,11,Bronze
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,77583,131,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,77583,131,
Gymnastics,Gymnastics Women's Horse Vault,2016-01-01,77583,131,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,77583,131,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,77583,131,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,77669,85,
Swimming,Swimming Men's 200 metres Breaststroke,2016-01-01,77669,85,
Swimming,Swimming Men's 200 metres Freestyle,2016-01-01,77714,11,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,77714,11,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,77714,11,
Swimming,Swimming Women's 200 metres Freestyle,2016-01-01,77716,11,Bronze
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,77716,11,Gold
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016-01-01,77716,11,Silver
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,77716,11,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,77716,11,Silver
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,77721,11,
Swimming,Swimming Women's 200 metres Breaststroke,2016-01-01,77721,11,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,77721,11,Silver
Track and Field,Women's 400 metres Hurdles,2016-01-01,77759,187,
Track and Field,Women's 400 metres Hurdles,2016-01-01,77782,195,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,77784,93,Silver
Track and Field,Men's 110 metres Hurdles,2016-01-01,77819,93,Gold
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,77830,11,
Swimming,Swimming Women's 400 metres Individual Medley,2016-01-01,77856,11,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,77863,56,
Track and Field,"Men's 10,000 metres",2016-01-01,77914,11,
Track and Field,Women's High Jump,2016-01-01,77939,195,
Track and Field,Women's 400 metres,2016-01-01,77942,93,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,77942,93,Silver
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,77950,195,Gold
Track and Field,"Men's 5,000 metres",2016-01-01,77983,195,
Track and Field,"Men's 1,500 metres",2016-01-01,78013,173,
Track and Field,"Men's 5,000 metres",2016-01-01,78013,173,
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,78037,26,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,78037,26,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016-01-01,78037,26,
Swimming,Swimming Women's 100 metres Backstroke,2016-01-01,78037,26,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,78224,107,
Track and Field,Women's Pole Vault,2016-01-01,78259,178,
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,78267,195,Bronze
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,78267,195,Gold
Swimming,Swimming Women's 100 metres Breaststroke,2016-01-01,78271,108,
Track and Field,Men's 100 metres,2016-01-01,78317,48,
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,78347,67,Bronze
Swimming,Swimming Men's 50 metres Freestyle,2016-01-01,78366,74,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,78366,74,
Track and Field,Women's Marathon,2016-01-01,78398,144,
Swimming,Swimming Men's 100 metres Breaststroke,2016-01-01,78401,197,
Track and Field,Men's Hammer Throw,2016-01-01,78432,52,
Track and Field,Women's Long Jump,2016-01-01,78451,189,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,78491,188,
Swimming,Swimming Men's 10 kilometres Open Water,2016-01-01,78491,188,
Gymnastics,Gymnastics Women's Individual All-Around,2016-01-01,78508,152,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,78508,152,Silver
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,78508,152,
Gymnastics,Gymnastics Women's Uneven Bars,2016-01-01,78508,152,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,78508,152,
Track and Field,Women's Heptathlon,2016-01-01,78512,193,
Track and Field,Women's 4 x 400 metres Relay,2016-01-01,78514,193,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,78518,26,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016-01-01,78518,26,
Track and Field,Women's 20 kilometres Walk,2016-01-01,78531,195,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,78553,132,
Track and Field,Men's 200 metres,2016-01-01,78557,50,
Track and Field,Men's 4 x 100 metres Relay,2016-01-01,78557,50,
Track and Field,Men's Pole Vault,2016-01-01,78565,67,
Gymnastics,Gymnastics Women's Team All-Around,2016-01-01,78679,92,
Gymnastics,Gymnastics Women's Floor Exercise,2016-01-01,78679,92,
Gymnastics,Gymnastics Women's Balance Beam,2016-01-01,78679,92,
Track and Field,Men's 200 metres,2016-01-01,78719,71,
Swimming,Swimming Women's 200 metres Backstroke,2016-01-01,78776,71,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016-01-01,78776,71,
Track and Field,Women's 20 kilometres Walk,2016-01-01,78787,67,
Gymnastics,Gymnastics Men's Pommelled Horse,2016-01-01,78859,9,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,78895,2,
Track and Field,Women's 100 metres Hurdles,2016-01-01,78917,42,
Track and Field,Men's Marathon,2016-01-01,78944,74,
Track and Field,Men's 200 metres,2016-01-01,78964,195,
Track and Field,Men's 400 metres,2016-01-01,78964,195,Bronze
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,78964,195,Gold
Track and Field,"Men's 3,000 metres Steeplechase",2016-01-01,78998,173,
Track and Field,Men's Marathon,2016-01-01,79015,61,
Track and Field,Men's Shot Put,2016-01-01,79025,24,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,79112,67,Silver
Swimming,Swimming Men's 100 metres Butterfly,2016-01-01,79112,67,
Track and Field,Men's Marathon,2016-01-01,79150,92,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,79223,170,
Swimming,Swimming Men's 400 metres Individual Medley,2016-01-01,79225,170,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,79258,67,Silver
Swimming,Swimming Women's 50 metres Freestyle,2016-01-01,79259,109,
Swimming,Swimming Women's 100 metres Freestyle,2016-01-01,79259,109,
Swimming,Swimming Women's 100 metres Butterfly,2016-01-01,79266,47,
Track and Field,Men's 4 x 400 metres Relay,2016-01-01,79284,199,
Track and Field,Women's 20 kilometres Walk,2016-01-01,79447,195,
Swimming,Swimming Men's 400 metres Freestyle,2016-01-01,79454,52,
Swimming,"Swimming Men's 1,500 metres Freestyle",2016-01-01,79454,52,
Track and Field,Women's Javelin Throw,2016-01-01,79460,11,
Swimming,Swimming Men's 100 metres Freestyle,2016-01-01,79541,67,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016-01-01,79541,67,Silver
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016-01-01,79541,67,
Track and Field,Men's 50 kilometres Walk,2016-01-01,79554,151,
Track and Field,Women's 200 metres,2016-01-01,79570,167,
